OBJECTID;Shape_Length;Shape_Area;GRID_ID;X;Y;TemperatureAverage_perYear;PercipitationAverage_perYear;LandUseType
1234;4000;1000000;P-22;-5848385;-1334120;26;0,363585606;P
1235;4000;1000000;Q-22;-5847385;-1334120;23;0,653364411;N
1236;4000;1000000;R-22;-5846385;-1334120;24;0,259230754;P
1237;4000;1000000;S-22;-5845385;-1334120;26;0,134541587;P
1238;4000;1000000;T-22;-5844385;-1334120;21;0,874826004;N
1239;4000;1000000;U-22;-5843385;-1334120;23;0,506577122;P
1240;4000;1000000;V-22;-5842385;-1334120;22;0,351884894;S
1241;4000;1000000;W-22;-5841385;-1334120;26;0,217518063;P
1242;4000;1000000;X-22;-5840385;-1334120;20;0,894335767;S
1243;4000;1000000;Y-22;-5839385;-1334120;23;0,372888462;P
1244;4000;1000000;Z-22;-5838385;-1334120;22;0,511105359;S
1245;4000;1000000;AA-22;-5837385;-1334120;21;0,639246439;S
1246;4000;1000000;AB-22;-5836385;-1334120;21;0,370809594;N
1247;4000;1000000;AC-22;-5835385;-1334120;24;0,523140917;S
1248;4000;1000000;AD-22;-5834385;-1334120;25;0,491052161;P
1249;4000;1000000;AE-22;-5833385;-1334120;26;0,756563949;N
1250;4000;1000000;AF-22;-5832385;-1334120;24;0,54070909;N
1251;4000;1000000;AG-22;-5831385;-1334120;21;0,612641893;N
1252;4000;1000000;AH-22;-5830385;-1334120;24;0,928885949;N
1253;4000;1000000;AI-22;-5829385;-1334120;26;0,231456054;P
1254;4000;1000000;AJ-22;-5828385;-1334120;20;0,93618771;S
1255;4000;1000000;AK-22;-5827385;-1334120;22;0,87749926;P
1256;4000;1000000;AL-22;-5826385;-1334120;24;0,364466871;S
1257;4000;1000000;AM-22;-5825385;-1334120;22;0,424978533;P
1258;4000;1000000;AN-22;-5824385;-1334120;25;0,733869319;P
1259;4000;1000000;AO-22;-5823385;-1334120;24;0,549014737;P
1260;4000;1000000;AP-22;-5822385;-1334120;22;0,530756982;N
1261;4000;1000000;AQ-22;-5821385;-1334120;26;0,07103868;N
1262;4000;1000000;AR-22;-5820385;-1334120;22;0,832803947;S
1263;4000;1000000;AS-22;-5819385;-1334120;23;0,204658424;S
1264;4000;1000000;AT-22;-5818385;-1334120;21;0,52128867;S
1265;4000;1000000;AU-22;-5817385;-1334120;23;0,840197914;S
1266;4000;1000000;AV-22;-5816385;-1334120;26;0,626912466;P
1267;4000;1000000;AW-22;-5815385;-1334120;21;0,436866655;S
1268;4000;1000000;AX-22;-5814385;-1334120;22;0,15695834;P
1269;4000;1000000;AY-22;-5813385;-1334120;21;0,499271088;P
1270;4000;1000000;AZ-22;-5812385;-1334120;23;0,562068755;S
1271;4000;1000000;BA-22;-5811385;-1334120;24;0,270674539;S
1272;4000;1000000;BB-22;-5810385;-1334120;21;0,491502183;P
1273;4000;1000000;BC-22;-5809385;-1334120;26;0,551601076;S
1274;4000;1000000;BD-22;-5808385;-1334120;24;0,56466058;P
1275;4000;1000000;BE-22;-5807385;-1334120;21;0,85812291;P
1276;4000;1000000;BF-22;-5806385;-1334120;26;0,928560768;N
1277;4000;1000000;A-21;-5863385;-1333120;25;0,396480318;N
1278;4000;1000000;B-21;-5862385;-1333120;24;0,117161274;S
1279;4000;1000000;C-21;-5861385;-1333120;26;0,020450654;P
1280;4000;1000000;D-21;-5860385;-1333120;23;0,826968082;N
1281;4000;1000000;E-21;-5859385;-1333120;24;0,926231747;S
1282;4000;1000000;F-21;-5858385;-1333120;23;0,842553897;N
1283;4000;1000000;G-21;-5857385;-1333120;25;0,381608504;S
1284;4000;1000000;H-21;-5856385;-1333120;21;0,347168773;P
1285;4000;1000000;I-21;-5855385;-1333120;22;0,069360137;N
1286;4000;1000000;J-21;-5854385;-1333120;25;0,631278646;S
1287;4000;1000000;K-21;-5853385;-1333120;21;0,020903519;P
1288;4000;1000000;L-21;-5852385;-1333120;25;0,237052711;N
1289;4000;1000000;M-21;-5851385;-1333120;22;0,107151084;S
1290;4000;1000000;N-21;-5850385;-1333120;22;0,591947464;P
1291;4000;1000000;O-21;-5849385;-1333120;21;0,394132761;P
1292;4000;1000000;P-21;-5848385;-1333120;26;0,406383801;P
1293;4000;1000000;Q-21;-5847385;-1333120;26;0,339100929;S
1294;4000;1000000;R-21;-5846385;-1333120;24;0,801980715;P
1295;4000;1000000;S-21;-5845385;-1333120;24;0,47170371;P
1296;4000;1000000;T-21;-5844385;-1333120;20;0,256809329;N
1297;4000;1000000;U-21;-5843385;-1333120;21;0,447371725;P
1298;4000;1000000;V-21;-5842385;-1333120;23;0,775011304;P
1299;4000;1000000;W-21;-5841385;-1333120;22;0,332998191;N
1300;4000;1000000;X-21;-5840385;-1333120;22;0,996923796;N
1301;4000;1000000;Y-21;-5839385;-1333120;23;0,305150745;N
1302;4000;1000000;Z-21;-5838385;-1333120;22;0,8731142;S
1303;4000;1000000;AA-21;-5837385;-1333120;26;0,271125279;P
1304;4000;1000000;AB-21;-5836385;-1333120;25;0,517067658;S
1305;4000;1000000;AC-21;-5835385;-1333120;23;0,010006656;S
1306;4000;1000000;AD-21;-5834385;-1333120;24;0,440733658;N
1307;4000;1000000;AE-21;-5833385;-1333120;20;0,167012171;S
1308;4000;1000000;AF-21;-5832385;-1333120;24;0,732570404;P
1309;4000;1000000;AG-21;-5831385;-1333120;21;0,121808333;N
1310;4000;1000000;AH-21;-5830385;-1333120;21;0,619968357;P
1311;4000;1000000;AI-21;-5829385;-1333120;25;0,491354594;N
1312;4000;1000000;AJ-21;-5828385;-1333120;20;0,257099976;N
1313;4000;1000000;AK-21;-5827385;-1333120;26;0,150520849;N
1314;4000;1000000;AL-21;-5826385;-1333120;20;0,132458854;N
1315;4000;1000000;AM-21;-5825385;-1333120;25;0,879066689;S
1316;4000;1000000;AN-21;-5824385;-1333120;20;0,303974943;S
1317;4000;1000000;AO-21;-5823385;-1333120;23;0,183632247;P
1318;4000;1000000;AP-21;-5822385;-1333120;20;0,743795031;S
1319;4000;1000000;AQ-21;-5821385;-1333120;22;0,633574775;P
1320;4000;1000000;AR-21;-5820385;-1333120;25;0,363585606;P
1321;4000;1000000;AS-21;-5819385;-1333120;21;0,653364411;N
1322;4000;1000000;AT-21;-5818385;-1333120;26;0,259230754;N
1323;4000;1000000;AU-21;-5817385;-1333120;26;0,134541587;N
1324;4000;1000000;AV-21;-5816385;-1333120;22;0,874826004;N
1325;4000;1000000;AW-21;-5815385;-1333120;25;0,506577122;N
1326;4000;1000000;AX-21;-5814385;-1333120;25;0,351884894;P
1327;4000;1000000;AY-21;-5813385;-1333120;25;0,217518063;P
1328;4000;1000000;AZ-21;-5812385;-1333120;24;0,894335767;P
1329;4000;1000000;BA-21;-5811385;-1333120;26;0,372888462;P
1330;4000;1000000;BB-21;-5810385;-1333120;22;0,511105359;S
1331;4000;1000000;BC-21;-5809385;-1333120;20;0,639246439;S
1332;4000;1000000;BD-21;-5808385;-1333120;25;0,370809594;S
1333;4000;1000000;BE-21;-5807385;-1333120;21;0,523140917;N
1334;4000;1000000;BF-21;-5806385;-1333120;26;0,491052161;N
1335;4000;1000000;A-20;-5863385;-1332120;22;0,756563949;P
1336;4000;1000000;B-20;-5862385;-1332120;25;0,54070909;P
1337;4000;1000000;C-20;-5861385;-1332120;23;0,612641893;N
1338;4000;1000000;D-20;-5860385;-1332120;20;0,928885949;P
1339;4000;1000000;E-20;-5859385;-1332120;23;0,231456054;N
1340;4000;1000000;F-20;-5858385;-1332120;20;0,93618771;P
1341;4000;1000000;G-20;-5857385;-1332120;23;0,87749926;N
1342;4000;1000000;H-20;-5856385;-1332120;23;0,364466871;P
1343;4000;1000000;I-20;-5855385;-1332120;22;0,424978533;N
1344;4000;1000000;J-20;-5854385;-1332120;25;0,733869319;S
1345;4000;1000000;K-20;-5853385;-1332120;24;0,549014737;N
1346;4000;1000000;L-20;-5852385;-1332120;25;0,530756982;P
1347;4000;1000000;M-20;-5851385;-1332120;22;0,07103868;S
1348;4000;1000000;N-20;-5850385;-1332120;20;0,832803947;N
1349;4000;1000000;O-20;-5849385;-1332120;24;0,204658424;P
1350;4000;1000000;P-20;-5848385;-1332120;24;0,52128867;P
1351;4000;1000000;Q-20;-5847385;-1332120;20;0,840197914;P
1352;4000;1000000;R-20;-5846385;-1332120;25;0,626912466;P
1353;4000;1000000;S-20;-5845385;-1332120;23;0,436866655;S
1354;4000;1000000;T-20;-5844385;-1332120;22;0,15695834;N
1355;4000;1000000;U-20;-5843385;-1332120;25;0,499271088;N
1356;4000;1000000;V-20;-5842385;-1332120;23;0,562068755;N
1357;4000;1000000;W-20;-5841385;-1332120;25;0,270674539;P
1358;4000;1000000;X-20;-5840385;-1332120;20;0,491502183;S
1359;4000;1000000;Y-20;-5839385;-1332120;25;0,551601076;P
1360;4000;1000000;Z-20;-5838385;-1332120;20;0,56466058;S
1361;4000;1000000;AA-20;-5837385;-1332120;24;0,85812291;N
1362;4000;1000000;AB-20;-5836385;-1332120;22;0,928560768;P
1363;4000;1000000;AC-20;-5835385;-1332120;24;0,396480318;S
1364;4000;1000000;AD-20;-5834385;-1332120;26;0,117161274;P
1365;4000;1000000;AE-20;-5833385;-1332120;23;0,020450654;S
1366;4000;1000000;AF-20;-5832385;-1332120;24;0,826968082;S
1367;4000;1000000;AG-20;-5831385;-1332120;22;0,926231747;S
1368;4000;1000000;AH-20;-5830385;-1332120;21;0,842553897;P
1369;4000;1000000;AI-20;-5829385;-1332120;25;0,381608504;P
1370;4000;1000000;AJ-20;-5828385;-1332120;25;0,347168773;N
1371;4000;1000000;AK-20;-5827385;-1332120;23;0,069360137;P
1372;4000;1000000;AL-20;-5826385;-1332120;25;0,631278646;P
1373;4000;1000000;AM-20;-5825385;-1332120;22;0,020903519;S
1374;4000;1000000;AN-20;-5824385;-1332120;24;0,237052711;S
1375;4000;1000000;AO-20;-5823385;-1332120;23;0,107151084;P
1376;4000;1000000;AP-20;-5822385;-1332120;23;0,591947464;N
1377;4000;1000000;AQ-20;-5821385;-1332120;26;0,394132761;S
1378;4000;1000000;AR-20;-5820385;-1332120;22;0,406383801;N
1379;4000;1000000;AS-20;-5819385;-1332120;21;0,339100929;N
1380;4000;1000000;AT-20;-5818385;-1332120;24;0,801980715;N
1381;4000;1000000;AU-20;-5817385;-1332120;22;0,47170371;P
1382;4000;1000000;AV-20;-5816385;-1332120;26;0,256809329;N
1383;4000;1000000;AW-20;-5815385;-1332120;25;0,447371725;S
1384;4000;1000000;AX-20;-5814385;-1332120;23;0,775011304;N
1385;4000;1000000;AY-20;-5813385;-1332120;21;0,332998191;P
1386;4000;1000000;AZ-20;-5812385;-1332120;23;0,996923796;S
1387;4000;1000000;BA-20;-5811385;-1332120;24;0,305150745;N
1388;4000;1000000;BB-20;-5810385;-1332120;24;0,8731142;S
1389;4000;1000000;BC-20;-5809385;-1332120;24;0,271125279;N
1390;4000;1000000;BD-20;-5808385;-1332120;26;0,517067658;S
1391;4000;1000000;BE-20;-5807385;-1332120;25;0,010006656;P
1392;4000;1000000;BF-20;-5806385;-1332120;20;0,440733658;N
1393;4000;1000000;A-19;-5863385;-1331120;24;0,167012171;S
1394;4000;1000000;B-19;-5862385;-1331120;21;0,732570404;S
1395;4000;1000000;C-19;-5861385;-1331120;22;0,121808333;P
1396;4000;1000000;D-19;-5860385;-1331120;24;0,619968357;N
1397;4000;1000000;E-19;-5859385;-1331120;22;0,491354594;S
1398;4000;1000000;F-19;-5858385;-1331120;23;0,257099976;N
1399;4000;1000000;G-19;-5857385;-1331120;22;0,150520849;S
1400;4000;1000000;H-19;-5856385;-1331120;26;0,132458854;P
1401;4000;1000000;I-19;-5855385;-1331120;23;0,879066689;S
1402;4000;1000000;J-19;-5854385;-1331120;26;0,303974943;N
1403;4000;1000000;K-19;-5853385;-1331120;26;0,183632247;N
1404;4000;1000000;L-19;-5852385;-1331120;20;0,743795031;N
1405;4000;1000000;M-19;-5851385;-1331120;26;0,633574775;P
1406;4000;1000000;N-19;-5850385;-1331120;23;0,363585606;S
1407;4000;1000000;O-19;-5849385;-1331120;20;0,653364411;N
1408;4000;1000000;P-19;-5848385;-1331120;25;0,259230754;P
1409;4000;1000000;Q-19;-5847385;-1331120;21;0,134541587;P
1410;4000;1000000;R-19;-5846385;-1331120;21;0,874826004;N
1411;4000;1000000;S-19;-5845385;-1331120;23;0,506577122;P
1412;4000;1000000;T-19;-5844385;-1331120;22;0,351884894;N
1413;4000;1000000;U-19;-5843385;-1331120;26;0,217518063;S
1414;4000;1000000;V-19;-5842385;-1331120;23;0,894335767;S
1415;4000;1000000;W-19;-5841385;-1331120;20;0,372888462;P
1416;4000;1000000;X-19;-5840385;-1331120;23;0,511105359;P
1417;4000;1000000;Y-19;-5839385;-1331120;23;0,639246439;P
1418;4000;1000000;Z-19;-5838385;-1331120;26;0,370809594;P
1419;4000;1000000;AA-19;-5837385;-1331120;22;0,523140917;N
1420;4000;1000000;AB-19;-5836385;-1331120;22;0,491052161;P
1421;4000;1000000;AC-19;-5835385;-1331120;24;0,756563949;P
1422;4000;1000000;AD-19;-5834385;-1331120;20;0,54070909;S
1423;4000;1000000;AE-19;-5833385;-1331120;25;0,612641893;S
1424;4000;1000000;AF-19;-5832385;-1331120;25;0,928885949;P
1425;4000;1000000;AG-19;-5831385;-1331120;20;0,231456054;P
1426;4000;1000000;AH-19;-5830385;-1331120;25;0,93618771;S
1427;4000;1000000;AI-19;-5829385;-1331120;26;0,87749926;P
1428;4000;1000000;AJ-19;-5828385;-1331120;26;0,364466871;P
1429;4000;1000000;AK-19;-5827385;-1331120;26;0,424978533;P
1430;4000;1000000;AL-19;-5826385;-1331120;25;0,733869319;N
1431;4000;1000000;AM-19;-5825385;-1331120;21;0,549014737;P
1432;4000;1000000;AN-19;-5824385;-1331120;21;0,530756982;N
1433;4000;1000000;AO-19;-5823385;-1331120;22;0,07103868;P
1434;4000;1000000;AP-19;-5822385;-1331120;20;0,832803947;P
1435;4000;1000000;AQ-19;-5821385;-1331120;26;0,204658424;P
1436;4000;1000000;AR-19;-5820385;-1331120;23;0,52128867;S
1437;4000;1000000;AS-19;-5819385;-1331120;20;0,840197914;N
1438;4000;1000000;AT-19;-5818385;-1331120;26;0,626912466;S
1439;4000;1000000;AU-19;-5817385;-1331120;24;0,436866655;N
1440;4000;1000000;AV-19;-5816385;-1331120;20;0,15695834;N
1441;4000;1000000;AW-19;-5815385;-1331120;25;0,499271088;S
1442;4000;1000000;AX-19;-5814385;-1331120;26;0,562068755;S
1443;4000;1000000;AY-19;-5813385;-1331120;23;0,270674539;P
1444;4000;1000000;AZ-19;-5812385;-1331120;21;0,491502183;P
1445;4000;1000000;BA-19;-5811385;-1331120;20;0,551601076;P
1446;4000;1000000;BB-19;-5810385;-1331120;23;0,56466058;S
1447;4000;1000000;BC-19;-5809385;-1331120;21;0,85812291;P
1448;4000;1000000;BD-19;-5808385;-1331120;21;0,928560768;P
1449;4000;1000000;BE-19;-5807385;-1331120;26;0,396480318;P
1450;4000;1000000;BF-19;-5806385;-1331120;26;0,117161274;N
1451;4000;1000000;A-18;-5863385;-1330120;20;0,020450654;P
1452;4000;1000000;B-18;-5862385;-1330120;26;0,826968082;S
1453;4000;1000000;C-18;-5861385;-1330120;22;0,926231747;P
1454;4000;1000000;D-18;-5860385;-1330120;20;0,842553897;P
1455;4000;1000000;E-18;-5859385;-1330120;24;0,381608504;N
1456;4000;1000000;F-18;-5858385;-1330120;22;0,347168773;S
1457;4000;1000000;G-18;-5857385;-1330120;21;0,069360137;P
1458;4000;1000000;H-18;-5856385;-1330120;26;0,631278646;P
1459;4000;1000000;I-18;-5855385;-1330120;25;0,020903519;S
1460;4000;1000000;J-18;-5854385;-1330120;25;0,237052711;N
1461;4000;1000000;K-18;-5853385;-1330120;24;0,107151084;P
1462;4000;1000000;L-18;-5852385;-1330120;24;0,591947464;P
1463;4000;1000000;M-18;-5851385;-1330120;25;0,394132761;S
1464;4000;1000000;N-18;-5850385;-1330120;23;0,406383801;N
1465;4000;1000000;O-18;-5849385;-1330120;23;0,339100929;S
1466;4000;1000000;P-18;-5848385;-1330120;20;0,801980715;N
1467;4000;1000000;Q-18;-5847385;-1330120;24;0,47170371;S
1468;4000;1000000;R-18;-5846385;-1330120;21;0,256809329;N
1469;4000;1000000;S-18;-5845385;-1330120;20;0,447371725;P
1470;4000;1000000;T-18;-5844385;-1330120;25;0,775011304;P
1471;4000;1000000;U-18;-5843385;-1330120;25;0,332998191;P
1472;4000;1000000;V-18;-5842385;-1330120;20;0,996923796;S
1473;4000;1000000;W-18;-5841385;-1330120;21;0,305150745;S
1474;4000;1000000;X-18;-5840385;-1330120;22;0,8731142;S
1475;4000;1000000;Y-18;-5839385;-1330120;20;0,271125279;S
1476;4000;1000000;Z-18;-5838385;-1330120;26;0,517067658;N
1477;4000;1000000;AA-18;-5837385;-1330120;23;0,010006656;N
1478;4000;1000000;AB-18;-5836385;-1330120;23;0,440733658;S
1479;4000;1000000;AC-18;-5835385;-1330120;22;0,167012171;N
1480;4000;1000000;AD-18;-5834385;-1330120;25;0,732570404;P
1481;4000;1000000;AE-18;-5833385;-1330120;23;0,121808333;N
1482;4000;1000000;AF-18;-5832385;-1330120;24;0,619968357;S
1483;4000;1000000;AG-18;-5831385;-1330120;26;0,491354594;S
1484;4000;1000000;AH-18;-5830385;-1330120;25;0,257099976;N
1485;4000;1000000;AI-18;-5829385;-1330120;20;0,150520849;P
1486;4000;1000000;AJ-18;-5828385;-1330120;23;0,132458854;P
1487;4000;1000000;AK-18;-5827385;-1330120;26;0,879066689;P
1488;4000;1000000;AL-18;-5826385;-1330120;21;0,303974943;N
1489;4000;1000000;AM-18;-5825385;-1330120;20;0,183632247;N
1490;4000;1000000;AN-18;-5824385;-1330120;26;0,743795031;P
1491;4000;1000000;AO-18;-5823385;-1330120;20;0,633574775;N
1492;4000;1000000;AP-18;-5822385;-1330120;21;0,363585606;P
1493;4000;1000000;AQ-18;-5821385;-1330120;21;0,653364411;P
1494;4000;1000000;AR-18;-5820385;-1330120;25;0,259230754;S
1495;4000;1000000;AS-18;-5819385;-1330120;24;0,134541587;S
1496;4000;1000000;AT-18;-5818385;-1330120;22;0,874826004;S
1497;4000;1000000;AU-18;-5817385;-1330120;21;0,506577122;S
1498;4000;1000000;AV-18;-5816385;-1330120;22;0,351884894;S
1499;4000;1000000;AW-18;-5815385;-1330120;23;0,217518063;P
1500;4000;1000000;AX-18;-5814385;-1330120;20;0,894335767;S
1501;4000;1000000;AY-18;-5813385;-1330120;20;0,372888462;P
1502;4000;1000000;AZ-18;-5812385;-1330120;25;0,511105359;S
1503;4000;1000000;BA-18;-5811385;-1330120;26;0,639246439;N
1504;4000;1000000;BB-18;-5810385;-1330120;25;0,370809594;N
1505;4000;1000000;BC-18;-5809385;-1330120;22;0,523140917;N
1506;4000;1000000;BD-18;-5808385;-1330120;24;0,491052161;N
1507;4000;1000000;BE-18;-5807385;-1330120;26;0,756563949;S
1508;4000;1000000;BF-18;-5806385;-1330120;24;0,54070909;P
1509;4000;1000000;A-17;-5863385;-1329120;23;0,612641893;P
1510;4000;1000000;B-17;-5862385;-1329120;24;0,928885949;S
1511;4000;1000000;C-17;-5861385;-1329120;25;0,231456054;N
1512;4000;1000000;D-17;-5860385;-1329120;25;0,93618771;S
1513;4000;1000000;E-17;-5859385;-1329120;24;0,87749926;S
1514;4000;1000000;F-17;-5858385;-1329120;26;0,364466871;P
1515;4000;1000000;G-17;-5857385;-1329120;21;0,424978533;N
1516;4000;1000000;H-17;-5856385;-1329120;20;0,733869319;P
1517;4000;1000000;I-17;-5855385;-1329120;24;0,549014737;S
1518;4000;1000000;J-17;-5854385;-1329120;21;0,530756982;P
1519;4000;1000000;K-17;-5853385;-1329120;25;0,07103868;P
1520;4000;1000000;L-17;-5852385;-1329120;22;0,832803947;N
1521;4000;1000000;M-17;-5851385;-1329120;23;0,204658424;N
1522;4000;1000000;N-17;-5850385;-1329120;25;0,52128867;N
1523;4000;1000000;O-17;-5849385;-1329120;22;0,840197914;S
1524;4000;1000000;P-17;-5848385;-1329120;23;0,626912466;P
1525;4000;1000000;Q-17;-5847385;-1329120;24;0,436866655;S
1526;4000;1000000;R-17;-5846385;-1329120;25;0,15695834;S
1527;4000;1000000;S-17;-5845385;-1329120;23;0,499271088;P
1528;4000;1000000;T-17;-5844385;-1329120;23;0,562068755;P
1529;4000;1000000;U-17;-5843385;-1329120;26;0,270674539;N
1530;4000;1000000;V-17;-5842385;-1329120;20;0,491502183;S
1531;4000;1000000;W-17;-5841385;-1329120;26;0,551601076;S
1532;4000;1000000;X-17;-5840385;-1329120;20;0,56466058;P
1533;4000;1000000;Y-17;-5839385;-1329120;22;0,85812291;S
1534;4000;1000000;Z-17;-5838385;-1329120;22;0,928560768;N
1535;4000;1000000;AA-17;-5837385;-1329120;26;0,396480318;N
1536;4000;1000000;AB-17;-5836385;-1329120;22;0,117161274;P
1537;4000;1000000;AC-17;-5835385;-1329120;24;0,020450654;N
1538;4000;1000000;AD-17;-5834385;-1329120;21;0,826968082;S
1539;4000;1000000;AE-17;-5833385;-1329120;25;0,926231747;S
1540;4000;1000000;AF-17;-5832385;-1329120;25;0,842553897;N
1541;4000;1000000;AG-17;-5831385;-1329120;26;0,381608504;S
1542;4000;1000000;AH-17;-5830385;-1329120;22;0,347168773;S
1543;4000;1000000;AI-17;-5829385;-1329120;23;0,069360137;P
1544;4000;1000000;AJ-17;-5828385;-1329120;24;0,631278646;N
1545;4000;1000000;AK-17;-5827385;-1329120;24;0,020903519;S
1546;4000;1000000;AL-17;-5826385;-1329120;24;0,237052711;N
1547;4000;1000000;AM-17;-5825385;-1329120;23;0,107151084;S
1548;4000;1000000;AN-17;-5824385;-1329120;26;0,591947464;N
1549;4000;1000000;AO-17;-5823385;-1329120;22;0,394132761;N
1550;4000;1000000;AP-17;-5822385;-1329120;24;0,406383801;S
1551;4000;1000000;AQ-17;-5821385;-1329120;24;0,339100929;P
1552;4000;1000000;AR-17;-5820385;-1329120;20;0,801980715;P
1553;4000;1000000;AS-17;-5819385;-1329120;21;0,47170371;S
1554;4000;1000000;AT-17;-5818385;-1329120;24;0,256809329;S
1555;4000;1000000;AU-17;-5817385;-1329120;23;0,447371725;S
1556;4000;1000000;AV-17;-5816385;-1329120;21;0,775011304;S
1557;4000;1000000;AW-17;-5815385;-1329120;22;0,332998191;N
1558;4000;1000000;AX-17;-5814385;-1329120;20;0,996923796;S
1559;4000;1000000;AY-17;-5813385;-1329120;20;0,305150745;N
1560;4000;1000000;AZ-17;-5812385;-1329120;20;0,8731142;P
1561;4000;1000000;BA-17;-5811385;-1329120;21;0,271125279;P
1562;4000;1000000;BB-17;-5810385;-1329120;26;0,517067658;P
1563;4000;1000000;BC-17;-5809385;-1329120;21;0,010006656;P
1564;4000;1000000;BD-17;-5808385;-1329120;22;0,440733658;N
1565;4000;1000000;BE-17;-5807385;-1329120;20;0,167012171;P
1566;4000;1000000;BF-17;-5806385;-1329120;23;0,732570404;N
1567;4000;1000000;A-16;-5863385;-1328120;24;0,121808333;N
1568;4000;1000000;B-16;-5862385;-1328120;20;0,619968357;N
1569;4000;1000000;C-16;-5861385;-1328120;26;0,491354594;P
1570;4000;1000000;D-16;-5860385;-1328120;21;0,257099976;P
1571;4000;1000000;E-16;-5859385;-1328120;24;0,150520849;S
1572;4000;1000000;F-16;-5858385;-1328120;22;0,132458854;S
1573;4000;1000000;G-16;-5857385;-1328120;20;0,879066689;P
1574;4000;1000000;H-16;-5856385;-1328120;21;0,303974943;N
1575;4000;1000000;I-16;-5855385;-1328120;26;0,183632247;P
1576;4000;1000000;J-16;-5854385;-1328120;25;0,743795031;S
1577;4000;1000000;K-16;-5853385;-1328120;21;0,633574775;P
1578;4000;1000000;L-16;-5852385;-1328120;24;0,363585606;P
1579;4000;1000000;M-16;-5851385;-1328120;26;0,653364411;P
1580;4000;1000000;N-16;-5850385;-1328120;22;0,259230754;S
1581;4000;1000000;O-16;-5849385;-1328120;20;0,134541587;N
1582;4000;1000000;P-16;-5848385;-1328120;24;0,874826004;P
1583;4000;1000000;Q-16;-5847385;-1328120;21;0,506577122;N
1584;4000;1000000;R-16;-5846385;-1328120;23;0,351884894;P
1585;4000;1000000;S-16;-5845385;-1328120;21;0,217518063;N
1586;4000;1000000;T-16;-5844385;-1328120;24;0,894335767;P
1587;4000;1000000;U-16;-5843385;-1328120;25;0,372888462;S
1588;4000;1000000;V-16;-5842385;-1328120;20;0,511105359;P
1589;4000;1000000;W-16;-5841385;-1328120;24;0,639246439;P
1590;4000;1000000;X-16;-5840385;-1328120;25;0,370809594;N
1591;4000;1000000;Y-16;-5839385;-1328120;26;0,523140917;N
1592;4000;1000000;Z-16;-5838385;-1328120;22;0,491052161;N
1593;4000;1000000;AA-16;-5837385;-1328120;21;0,756563949;S
1594;4000;1000000;AB-16;-5836385;-1328120;24;0,54070909;N
1595;4000;1000000;AC-16;-5835385;-1328120;22;0,612641893;S
1596;4000;1000000;AD-16;-5834385;-1328120;21;0,928885949;P
1597;4000;1000000;AE-16;-5833385;-1328120;20;0,231456054;N
1598;4000;1000000;AF-16;-5832385;-1328120;22;0,93618771;N
1599;4000;1000000;AG-16;-5831385;-1328120;20;0,87749926;N
1600;4000;1000000;AH-16;-5830385;-1328120;21;0,364466871;S
1601;4000;1000000;AI-16;-5829385;-1328120;20;0,424978533;N
1602;4000;1000000;AJ-16;-5828385;-1328120;25;0,733869319;S
1603;4000;1000000;AK-16;-5827385;-1328120;26;0,549014737;S
1604;4000;1000000;AL-16;-5826385;-1328120;24;0,530756982;P
1605;4000;1000000;AM-16;-5825385;-1328120;20;0,07103868;S
1606;4000;1000000;AN-16;-5824385;-1328120;24;0,832803947;P
1607;4000;1000000;AO-16;-5823385;-1328120;25;0,204658424;S
1608;4000;1000000;AP-16;-5822385;-1328120;25;0,52128867;P
1609;4000;1000000;AQ-16;-5821385;-1328120;25;0,840197914;S
1610;4000;1000000;AR-16;-5820385;-1328120;20;0,626912466;N
1611;4000;1000000;AS-16;-5819385;-1328120;24;0,436866655;N
1612;4000;1000000;AT-16;-5818385;-1328120;20;0,15695834;S
1613;4000;1000000;AU-16;-5817385;-1328120;24;0,499271088;S
1614;4000;1000000;AV-16;-5816385;-1328120;25;0,562068755;S
1615;4000;1000000;AW-16;-5815385;-1328120;20;0,270674539;N
1616;4000;1000000;AX-16;-5814385;-1328120;20;0,491502183;N
1617;4000;1000000;AY-16;-5813385;-1328120;22;0,551601076;P
1618;4000;1000000;AZ-16;-5812385;-1328120;21;0,56466058;S
1619;4000;1000000;BA-16;-5811385;-1328120;24;0,85812291;N
1620;4000;1000000;BB-16;-5810385;-1328120;21;0,928560768;S
1621;4000;1000000;BC-16;-5809385;-1328120;23;0,396480318;P
1622;4000;1000000;BD-16;-5808385;-1328120;26;0,117161274;S
1623;4000;1000000;BE-16;-5807385;-1328120;21;0,020450654;P
1624;4000;1000000;BF-16;-5806385;-1328120;23;0,826968082;S
1625;4000;1000000;A-15;-5863385;-1327120;20;0,926231747;P
1626;4000;1000000;B-15;-5862385;-1327120;23;0,842553897;P
1627;4000;1000000;C-15;-5861385;-1327120;24;0,381608504;S
1628;4000;1000000;D-15;-5860385;-1327120;20;0,347168773;P
1629;4000;1000000;E-15;-5859385;-1327120;26;0,069360137;S
1630;4000;1000000;F-15;-5858385;-1327120;20;0,631278646;S
1631;4000;1000000;G-15;-5857385;-1327120;23;0,020903519;N
1632;4000;1000000;H-15;-5856385;-1327120;24;0,237052711;N
1633;4000;1000000;I-15;-5855385;-1327120;22;0,107151084;P
1634;4000;1000000;J-15;-5854385;-1327120;24;0,591947464;P
1635;4000;1000000;K-15;-5853385;-1327120;22;0,394132761;S
